RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
11996,550023000,208,MEADE AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Gas Wall Unit,0,1946,3,1,0,1,0,516,,Full Basement,Concrete Block,1.00,520
11997,550024000,206,MEADE AVE,,Single Family,1 Sty No Bsmt,D,Metal,W/W Carpet,Forced Air,0,2000,3,1,0,1,0,,,No Basement,Metal,1.00,624
11999,550027000,1309,E MARKET ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1946,7,3,0,2,0,1015,,Partial Basement,Aluminum,1.00,1075
12000,550028000,1315,E MARKET ST,,Single Family,2 Story (Avg),B +,Metal,Hardwood,Forced Air,0,1910,6,3,1,1,0,400,,Partial Basement,Brick Veneer,2.00,1624
12003,550030000,1319,E MARKET ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Tile,Heat Pump,0,1941,5,2,0,1,0,824,,Full Basement,Asbestos,1.00,824
12004,550031000,1321,E MARKET ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,W/W Carpet,Forced Air,1,1959,8,5,0,2,0,779,609,Full Basement,Asbestos,1.00,960
12005,550032000,1323,E MARKET ST,,Single Family,1 Sty (Avg),C,Shingles,W/W Carpet,Forced Air,1,1959,8,4,0,2,0,912,875,Full Basement,Asbestos,1.00,1104
12006,550033000,1325,E MARKET ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1941,6,3,0,2,1,1351,,Full Basement,Hardy Board,1.00,1351
12007,550034000,1327,E MARKET ST,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1931,7,3,0,1,0,850,433,Full Basement,Stucco,1.00,850
12008,550035000,1329,E MARKET ST,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2018,9,3,1,2,No dat,1163,660,Full Basement,Board & Batten,1.5,1709
12009,550036000,1331,E MARKET ST,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,0,1956,4,2,0,1,0,896,,Full Basement,Vinyl,1.00,1120
12010,550037000,1335,E MARKET ST,,Single Family,2 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1935,7,3,0,1,0,840,,Full Basement,Brick Veneer,2.00,1729
12011,550038000,1337,E MARKET ST,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Floor Furnace,0,1930,5,2,1,1,0,792,,Partial Basement,Aluminum,1.00,792
12012,550039000,1339,E MARKET ST,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Heat Pump,0,1952,6,3,0,1,0,792,582,Full Basement,Vinyl,1.00,792
12014,550040000,1343,E MARKET ST,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,806,,Full Basement,Vinyl,1.00,806
12015,550041000,1345,E MARKET ST,,Single Family,1 Story,C +,Shingles,Hardwood,Forced Air,1,1950,6,3,0,2,0,776,,Partial Basement,Vinyl,1.00,1600
12017,550042100,1503,E MARKET ST,,Single Family,2 Story,B +,Metal,Hardwood,Heat Pump,1,2021,10,4,1,3,No dat,1024,924,Full Basement,Hardy Board,2,2048
12018,550042100,1503,E MARKET ST,,Single Family,2 Story,B +,Metal,Hardwood,Heat Pump,1,2021,10,4,1,3,No dat,1024,924,Full Basement,Hardy Board,2,2048
12020,550042300,1507,E MARKET ST,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,No dat,2020,11,5,1,3,No dat,1259,870,Full Basement,Hardy Board,2,2553
12021,550042400,1509,E MARKET ST,,Single Family,1.5 Sty (Avg),C +,Shingles,Tile,Forced Air,1,1952,6,2,1,1,0,960,872,Full Basement,Vinyl,1.50,1440
12022,550042500,1513,E MARKET ST,,Single Family,1.5 Story,C -,Metal,Hardwood,Baseboard,0,1930,7,3,0,1,0,780,,Full Basement,Stucco,1.50,1390
12022,550042500,1513,E MARKET ST,,Single Family,1.5 Story,C -,Metal,Hardwood,Baseboard,0,1930,7,3,0,1,0,780,,Full Basement,Stucco,1.50,1390
12023,5500425A0,1511,E MARKET ST,,Single Family,2 Story (Avg),C +,Architectural Shingles,W/W Carpet,Heat Pump,0,2002,7,3,0,2,0,672,,Full Basement,Vinyl,2.00,1344
12024,550042600,1515,E MARKET ST,,Single Family,1.5 Story,B +,Metal,Hardwood,Hot Water Radiator,0,1934,7,4,0,2,0,729,,Partial Basement,Stucco,1.75,1396
12025,550042700,1517,E MARKET ST,,Single Family,1.5 Sty (Avg),B -,Metal,Hardwood,Heat Pump,0,2012,7,3,1,2,0,1092,789,Full Basement,Wood,1.75,1911
12027,550043000,210,FAIRWAY AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1952,5,3,0,2,0,,,No Basement,Vinyl,1.00,1238
12029,550045000,1400,CHESAPEAKE ST,,Single Family,2 Story,B -,Metal,Hardwood,Heat Pump,0,1938,5,2,0,2,0,281,,Partial Basement,Aluminum,2.00,1448
12032,5500451B0,1408,CHESAPEAKE ST,,Single Family,1.5 Sty (Avg),B -,Architectural Shingles,Hardwood,Heat Pump,1,2014,8,4,1,2,No dat,1116,558,Full Basement,Hardy Board,1.5,1700
12033,5500451C0,1410,CHESAPEAKE ST,,Single Family,1 Sty (Avg),C -,Shingles,Hardwood,Forced Air,0,1958,4,3,0,1,0,840,,Full Basement,Vinyl,1.00,840
12034,550045200,1412,CHESAPEAKE ST,,Single Family,1 Story,B,Metal,Hardwood,Heat Pump,0,1958,4,2,0,1,0,1216,512,Full Basement,Vinyl,1.00,1246
12035,550045300,1414,CHESAPEAKE ST,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Heat Pump,0,1969,5,2,0,1,0,900,,Full Basement,Wood,1.00,900
12036,550045400,1416,CHESAPEAKE ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1946,7,4,0,2,0,1464,572,Full Basement,Stucco,1.00,1464
12037,550045500,1418,CHESAPEAKE ST,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,1962,7,3,0,2,0,1364,600,Full Basement,Brick Veneer,1.00,1364
12038,550046000,1344,CHESAPEAKE ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Heat Pump,0,1950,4,2,0,1,0,392,,Partial Basement,Vinyl,1.50,1152
12039,550047000,1342,CHESAPEAKE ST,,Single Family,1.5 Story,C +,Shingles,Hardwood,Forced Air,0,1950,8,4,0,2,0,780,,Partial Basement,Wood,1.50,2090
12040,550048000,1340,CHESAPEAKE ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,386,,Cellar,Asbestos,1.00,768
12041,550049000,1338,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1941,5,2,0,1,0,870,,Full Basement,Asbestos,1.00,870
12042,550049000,1338,CHESAPEAKE ST,,Single Family,1 Sty (Avg),C -,Shingles,Hardwood,Forced Air,0,1941,4,2,0,1,0,,,No Basement,Stucco,1.00,499
12043,550050000,1336,CHESAPEAKE ST,,Single Family,1 Story,C +,Shingles,Hardwood,Forced Air,0,1941,5,3,0,1,0,960,,Full Basement,Asbestos,1.00,960
12044,550051000,1334,CHESAPEAKE ST,,Single Family,1.5 Story,C,Metal,Hardwood,Hot Water Radiator,1,1935,7,4,1,1,0,150,,Cellar,Vinyl,1.50,1533
12045,550052000,1332,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C +,Metal,Hardwood,Forced Air,0,1939,5,2,0,1,0,258,,Cellar,Wood,1.00,1266
12046,550052100,1330,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1966,8,4,0,3,0,1040,500,Partial Basement,Brick Veneer,1.00,1760
12047,550053000,1328,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1934,5,2,0,1,0,,,No Basement,Stucco,1.00,1040
12048,550054000,1326,CHESAPEAKE ST,,Single Family,1.5 Sty (Avg),C +,Architectural Shingles,W/W Carpet,Forced Air,0,1952,6,3,0,1,0,832,,Full Basement,Hardy Board,1.50,1248
12049,550055000,1324,CHESAPEAKE ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1950,5,3,0,2,0,840,,Full Basement,Concrete Block,1.75,1431
12050,550056000,1322,CHESAPEAKE ST,,Single Family,1 Sty (Avg),C +,Architectural Shingles,Hardwood,Forced Air,0,1949,6,3,0,1,0,,,No Basement,Vinyl,1.00,1240
12051,550057000,1320,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Heat Pump,0,1949,6,3,0,2,0,,,No Basement,Vinyl,1.00,1152
12052,550058000,1318,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1947,5,2,0,1,0,,,No Basement,Asbestos,1.00,840
12053,550059000,1316,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Hot Water Radiator,0,1940,5,2,0,1,0,,,No Basement,Aluminum,1.00,892
12054,550059100,210,16TH ST NE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1957,4,2,0,1,0,,,No Basement,Asbestos,1.00,780
12055,550060000,1315,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1935,5,2,0,1,0,,,No Basement,Clapboard,1.00,725
12056,550061000,1317,CHESAPEAKE ST,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,0,1938,5,2,0,1,0,902,220,Full Basement,Vinyl,1.00,902
12058,550063000,1321,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C +,Metal,Hardwood,Forced Air,0,1930,5,2,0,1,0,,,No Basement,Aluminum,1.00,609
12059,550064000,1323,CHESAPEAKE ST,,Single Family,1 Sty (Avg),C++,Architectural Shingles,W/W Carpet,Heat Pump,0,1949,8,4,1,2,0,588,,Cellar,Aluminum,1.50,1836
12060,550065000,1327,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C +,Architectural Shingles,Hardwood,Heat Pump,0,1940,5,2,0,1,1,393,,Cellar,Aluminum,1.00,786
12061,550066100,101,CHISHOLM PL,,Single Family,1 Story,C,Architectural Shingles,W/W Carpet,Forced Air,No dat,1996,5,2,0,2,0,992,200,Full Basement,Vinyl,1.00,992
12062,550066101,119,CHISHOLM PL,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,2001,5,3,0,2,0,,,No Basement,Vinyl,1.00,1182
12063,550066110,121,CHISHOLM PL,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,2001,5,3,0,2,0,,,No Basement,Vinyl,1.00,1182
12064,550066120,114,CHISHOLM PL,,Single Family,1 Sty (Avg),C -,Shingles,W/W Carpet,Forced Air,0,2002,6,3,0,2,0,1341,,Full Basement,Vinyl,1.00,1341
12065,550066130,112,CHISHOLM PL,,Single Family,1.5 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,0,2001,9,3,0,2,0,900,900,Full Basement,Vinyl,1.50,1350
12066,550066140,110,CHISHOLM PL,,Single Family,1.5 Sty (Avg),C -,Shingles,W/W Carpet,Heat Pump,1,2001,6,3,0,3,0,900,800,Full Basement,Vinyl,1.50,1350
12067,550066150,108,CHISHOLM PL,,Single Family,1 Sty (Avg),C,Architectural Shingles,W/W Carpet,Forced Air,0,2001,7,3,0,3,0,1104,900,Full Basement,Vinyl,1.00,1104
12068,550066160,106,CHISHOLM PL,,Single Family,1.5 Sty (Avg),C,Shingles,W/W Carpet,Heat Pump,0,2002,6,3,0,2,0,900,300,Full Basement,Vinyl,1.50,1350
12069,550066170,104,CHISHOLM PL,,Single Family,2 Story (Avg),B +,Shingles,Hardwood,Forced Air,0,2007,8,3,2,2,0,842,616,Walkout Basement,Hardy Board,2.00,1474
12070,550066180,102,CHISHOLM PL,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,No dat,2014,6,3,1,2,No dat,1782,1299,Walkout Basement,Hardy Board,1,1782
12071,550066190,100,CHISHOLM PL,,Single Family,1 Story,C,Shingles,Vinyl,Forced Air,0,2001,8,4,0,3,0,1182,900,Full Basement,Vinyl,1.00,1182
12072,550066200,103,CHISHOLM PL,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,0,1996,8,3,0,3,0,1182,753,Full Basement,Vinyl,1.00,1182
12073,550066300,105,CHISHOLM PL,,Single Family,1.5 Sty (Avg),C,Shingles,Hardwood,Forced Air,1,1996,9,4,0,3,0,900,450,Full Basement,Vinyl,1.50,1350
12074,550066400,107,CHISHOLM PL,,Single Family,1.5 Sty (Avg),C -,Architectural Shingles,Pre-Fab Wd,Forced Air,1,2002,7,3,0,2,0,,,No Basement,Vinyl,1.50,1638
12075,550066500,109,CHISHOLM PL,,Single Family,1 Sty (Avg),C,Architectural Shingles,W/W Carpet,Forced Air,0,1999,6,3,0,2,0,1182,,Full Basement,Vinyl,1.00,1182
12076,550066600,111,CHISHOLM PL,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1999,6,3,0,2,0,,,No Basement,Vinyl,1.00,1182
12077,550066700,113,CHISHOLM PL,,Single Family,1 Sty (Avg),C,Architectural Shingles,W/W Carpet,Forced Air,0,2002,5,3,0,2,0,,,No Basement,Vinyl,1.00,1302
12078,550066800,115,CHISHOLM PL,,Single Family,1 Story,C,Shingles,W/W Carpet,Forced Air,0,2002,5,3,0,2,0,,,No Basement,Vinyl,1.00,1122
12079,550066900,117,CHISHOLM PL,,Single Family,1 Story,C,Shingles,W/W Carpet,Forced Air,0,2001,5,3,0,2,0,,,No Basement,Vinyl,1.00,978
12080,550067000,1335,CHESAPEAKE ST,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,994,,Full Basement,Aluminum,1.00,994
12082,550069000,1339,CHESAPEAKE ST,,Single Family,1 Story,B,Metal,Hardwood,Heat Pump,0,1934,8,3,0,3,0,819,719,Partial Basement,Aluminum,1.00,1287
12083,550070000,1341,CHESAPEAKE ST,,Single Family,1 Story,C +,Metal,Hardwood,Forced Air,0,1939,6,2,1,1,0,312,,Partial Basement,Stucco,1.00,1212
12084,550071000,1343,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1940,5,2,0,1,0,444,,Partial Basement,Aluminum,1.00,900
12085,550072000,1345,CHESAPEAKE ST,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,1,1949,6,2,0,1,0,866,,Full Basement,Aluminum,1.25,1075
12086,550073000,1401,CHESAPEAKE ST,,Single Family,1.5 Sty (Avg),C,Architectural Shingles,Hardwood,Forced Air,1,1939,7,2,0,1,0,455,,Cellar,Aluminum,1.50,1680
12087,550073100,1400,SHORT 18TH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1957,8,3,0,2,0,840,300,Full Basement,Aluminum,1.00,840
12088,550073101,1406,SHORT 18TH ST NE,,Single Family,1 Sty (Avg),C,Shingles,W/W Carpet,Heat Pump,0,1940,5,3,0,1,0,814,400,Full Basement,Aluminum,1.00,1038
12091,550073130,1402,SHORT 18TH ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1988,5,3,1,1,0,,,No Basement,Wood,1.00,800
12093,550073200,1403,CHESAPEAKE ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,2,1963,5,2,0,2,0,1044,775,Full Basement,Vinyl,1.00,1044
12094,550073300,1405,CHESAPEAKE ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1948,7,3,1,2,0,908,,Full Basement,Aluminum,1.50,1409
12095,5500733A0,1404,SHORT 18TH ST,,Single Family,1 Sty (Avg),C +,Shingles,W/W Carpet,Heat Pump,0,2003,6,3,0,2,0,,,No Basement,Vinyl,1.00,1288
12096,550073400,1409,CHESAPEAKE ST,,Single Family,1.5 Sty (Avg),C +,Shingles,Hardwood,Hot Water Radiator,0,1950,7,3,1,1,0,832,624,Full Basement,Brick Veneer,1.00,1248
12097,550073500,1415,CHESAPEAKE ST,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,0,1950,5,3,0,1,0,1380,,Full Basement,Aluminum,1.25,1485
12098,550073600,1419,CHESAPEAKE ST,,Single Family,1 Story,C +,Metal,Hardwood,Forced Air,0,1932,5,2,0,1,0,1064,,Full Basement,Wood,1.00,1064
12099,550073700,1418,SHORT 18TH ST NE,,Single Family,1 Sty No Bsmt,C,Metal,Hardwood,Forced Air,0,1920,4,2,0,1,0,,,No Basement,Stucco,1.00,1024
12100,550073800,307,18TH ST NE,,Single Family,1.5 Sty (Avg),C +,Architectural Shingles,Hardwood,Heat Pump,1,2004,8,3,1,2,0,,,No Basement,Hardy Board,1.50,2205
12102,550074200,307,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Forced Air,1,1930,5,2,0,1,0,780,,Full Basement,Stucco,1.00,780
12103,550074300,309,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1930,5,2,0,1,0,780,,Full Basement,Stucco,1.00,780
12104,550074400,311,FAIRWAY AVE,,Single Family,1.5 Sty (Avg),C,Shingles,Hardwood,Forced Air,1,1963,7,4,0,3,0,933,460,Full Basement,Brick Veneer,1.50,1400
12105,550074500,313,FAIRWAY AVE,,Single Family,1.5 Sty (Avg),C +,Architectural Shingles,Hardwood,Floor Furnace,1,1958,6,3,0,2,0,840,,Full Basement,Concrete Block,1.50,1260
12108,550075100,433,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,0,1962,4,2,0,1,0,720,,Full Basement,Asbestos,1.00,720
12109,550075101,415,FAIRWAY AVE,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1961,6,3,0,2,0,1025,662,Full Basement,Aluminum,1.00,1025
12110,550075110,413,FAIRWAY AVE,,Single Family,Split-Foyer (Avg),C,Shingles,Hardwood,Forced Air,2,1962,8,4,0,2,0,1025,1025,Full Basement,Wood,1.00,1025
12111,550075120,411,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1961,7,3,0,1,0,1003,300,Full Basement,Vinyl,1.00,1025
12112,550075130,409,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1958,5,2,0,1,0,1003,369,Full Basement,Vinyl,1.00,1025
12115,550075160,401,FAIRWAY AVE,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1963,6,3,0,3,0,306,,Full Basement,Asbestos,1.00,1266
12118,550075190,404,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1963,5,3,0,2,0,1025,662,Full Basement,Vinyl,1.00,1025
12119,550075200,431,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1960,7,3,1,1,0,1025,501,Full Basement,Brick Veneer,1.00,1025
12122,550075220,410,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1962,7,3,1,1,0,1075,400,Full Basement,Brick Veneer,1.00,1075
12123,550075230,412,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1962,5,3,0,1,0,1003,501,Full Basement,Vinyl,1.00,1025
12124,550075240,414,FAIRWAY AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1962,9,3,0,2,0,1025,650,Full Basement,Brick Veneer,1.00,1025
12125,550075250,416,FAIRWAY AVE,,Single Family,Split-Foyer (Avg),C -,Shingles,Hardwood,Forced Air,0,1962,5,3,0,1,0,1025,903,Full Basement,Wood,1.00,1025
12126,550075260,418,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1961,6,3,1,1,0,1003,414,Full Basement,Brick Veneer,1.00,1025
12127,550075270,418,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1960,6,3,1,1,0,1025,250,Full Basement,Stone,1.00,1025
12128,550075280,416,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1960,5,3,0,1,0,1025,500,Full Basement,Aluminum,1.00,1025
12129,550075290,414,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1960,5,3,0,2,0,1000,388,Full Basement,Aluminum,1.00,1000
12130,550075300,429,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1960,5,3,0,1,0,1025,,Full Basement,Aluminum,1.00,1025
12131,550075301,412,ARBOR CIR,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1960,5,3,0,1,0,1025,384,Full Basement,Asbestos,1.00,1025
12135,550075340,409,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1964,5,3,0,1,0,1025,384,Full Basement,Asbestos,1.00,1025
12136,550075350,411,ARBOR CIR,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1960,6,3,0,1,0,984,500,Full Basement,Asbestos,1.00,984
12137,550075360,413,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1959,6,4,0,2,0,1025,662,Full Basement,Asbestos,1.00,1025
12138,550075370,415,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1959,6,3,1,1,0,1025,,Full Basement,Asbestos,1.00,1025
12139,550075380,417,ARBOR CIR,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1959,6,3,1,1,0,1025,501,Full Basement,Aluminum,1.00,1025
12140,550075400,427,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1960,5,3,0,2,0,1025,400,Full Basement,Brick Veneer,1.00,1025
12141,550075500,425,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,0,1960,6,4,0,2,0,1025,375,Full Basement,Asbestos,1.00,1025
12142,550075600,423,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1961,6,3,0,1,0,1025,401,Full Basement,Brick Veneer,1.00,1025
12144,550075800,419,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C -,Architectural Shingles,Hardwood,Forced Air,0,1961,6,3,1,2,0,1280,540,Partial Basement,Aluminum,1.00,1360
12145,550075900,417,FAIRWAY AVE,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Tile,Forced Air,0,1961,5,4,0,2,0,1025,800,Full Basement,Brick Veneer,1.00,1025
12150,550080000,1407,SHORT 18TH ST,,Single Family,1 Sty No Bsmt,C,Metal,Hardwood,Forced Air,0,1937,4,2,0,1,0,,,No Basement,Stucco,1.00,672
12151,550081000,1409,SHORT 18TH ST,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,0,1961,6,3,0,1,0,,,No Basement,Vinyl,1.00,828
12157,55A087000,1501,SHORT 18TH ST NE,,Single Family,1 Sty w/ Bsmt,C++,Metal,Hardwood,Forced Air,0,1920,10,2,0,3,0,1581,557,Full Basement,Vinyl,1.00,1831
12158,55A087100,1503,SHORT 18TH ST NE,,Single Family,2 Story w/ Bsmt,B -,Architectural Shingles,W/W Carpet,Heat Pump,1,1991,7,3,1,3,0,828,828,Full Basement,Vinyl,2.00,1656
12159,55A087200,1505,SHORT 18TH ST NE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1991,8,3,0,3,0,360,360,Partial Basement,Vinyl,1.00,1748
12222,55A088610,100,RIVERBLUFF CIR,,Single Family,2 Story w/ Bsmt,B,Metal,Hardwood,Heat Pump,0,2005,7,3,1,3,0,1080,984,Walkout Basement,Hardy Board,2.00,2190
12223,55A088611,117,RIVERBLUFF CIR,,Single Family,2 Story w/ Bsmt,B +,Metal,Hardwood,Forced Air,1,2010,7,3,1,3,0,1130,813,Full Basement,Hardy Board,2.00,2260
12224,55A088612,119,RIVERBLUFF CIR,,Single Family,2 Sty Transitional,B,Metal,Hardwood,Heat Pump,1,2008,7,3,1,3,0,944,844,Walkout Basement,Hardy Board,1.00,972
12226,55A088614,123,RIVERBLUFF CIR,,Single Family,2 Story w/ Bsmt,B,Metal,Hardwood,Heat Pump,0,2012,9,5,0,3,0,926,826,Full Basement,Hardy Board,2.00,1924
12227,55A088615,125,RIVERBLUFF CIR,,Single Family,1 Sty (Avg),B +,Architectural Shingles,Hardwood,Heat Pump,1,2007,6,3,0,2,1,1220,764,Walkout Basement,Hardy Board,1.00,1244
12228,55A088616,127,RIVERBLUFF CIR,,Single Family,1.5 Sty (Avg),B -,Architectural Shingles,Hardwood,Heat Pump,1,2005,9,4,0,4,1,1128,1128,Walkout Basement,Hardy Board,1.50,1815
12230,55A088618,109,RIVERBLUFF CIR,,Single Family,2 Story,C,Metal,Hardwood,Heat Pump,No dat,2014,5,2,1,2,No dat,,,No Basement,Hardy Board,2.0,1352
12231,55A088619,111,RIVERBLUFF CIR,,Single Family,2 Story,B,Metal,Hardwood,Forced Air,No dat,2014,5,2,1,2,No dat,,,No Basement,Hardy Board,2,1352
12232,55A08861A,115,RIVERBLUFF CIR,,Single Family,2 Story,B,Metal,Hardwood,Heat Pump,0,2012,10,3,1,3,0,1278,548,Basement w/ Sub-basement,Hardy Board,2.00,1601
12233,55A088620,102,RIVERBLUFF CIR,,Single Family,2 Story w/ Bsmt,B -,Metal,Hardwood,Mini-Splits,No dat,2016,8,3,1,2,No dat,902,420,Partial Basement,Hardy Board,2,2654
12234,55A088621,120,RIVERBLUFF CIR,,Single Family,2 Story,B -,Metal,Hardwood,Heat Pump,0,2010,7,3,1,2,0,,,No Basement,Hardy Board,2.00,1848
12235,55A088622,124,RIVERBLUFF CIR,,Single Family,2 Story (Avg),B -,Rubber,Hardwood,Forced Air,0,2007,7,3,1,2,0,,,No Basement,Stucco,2.00,1728
12236,55A08862A,118,RIVERBLUFF CIR,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,2007,7,3,0,2,1,1056,820,Walkout Basement,Hardy Board,1.00,1147
12237,55A088630,104,RIVERBLUFF CIR,,Single Family,1 Sty (Avg),B -,Metal,Tile,Heat Pump,0,2009,9,3,1,3,0,756,734,Partial Basement,Hardy Board,2.0,2312
12238,55A088640,106,RIVERBLUFF CIR,,Single Family,2 Story w/ Bsmt,B,Architectural Shingles,Hardwood,Heat Pump,0,2006,7,3,2,3,0,1430,1430,Walkout Basement,Stucco,2.00,2812
12239,55A088650,108,RIVERBLUFF CIR,,Single Family,2 Story w/ Bsmt,B -,Metal,Hardwood,Heat Pump,No dat,2014,9,4,1,3,No dat,1160,1140,Partial Basement,Hardy Board,No dat,1928
12240,55A088660,110,RIVERBLUFF CIR,,Single Family,2 Story,B -,Shingles,Hardwood,Heat Pump,0,2013,6,3,1,2,0,440,,Partial Basement,Hardy Board,2.00,1776
